"","Year","Day of Week","Month","Day","Time (ET)","Game Type","Home Team","Away Team","Arena","City","State","Attendance"
"1778","2004","Sunday","September","19","10:00 PM","Regular season","Sacramento Monarchs","Minnesota Lynx","ARCO Arena","Sacramento","CA","9875"
"1779","2004","Friday","September","24","8:00 PM","Eastern Conference Semifinals","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI","9614"
"1780","2004","Friday","September","24","6:00 AM","Western Conference Semifinals","Sacramento Monarchs","Los Angeles Sparks","ARCO Arena","Sacramento","CA","8426"
"1781","2004","Saturday","September","25","12:00 PM","Eastern Conference Semifinals","Washington Mystics","Connecticut Sun","Verizon Center","Washington","DC","13263"
"1782","2004","Saturday","September","25","2:00 PM","Western Conference Semifinals","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN","4277"
"1783","2004","Sunday","September","26","12:00 PM","Eastern Conference Semifinals","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY","11337"
"1784","2004","Sunday","September","26","4:00 PM","Western Conference Semifinals","Los Angeles Sparks","Sacramento Monarchs","Staples Center","Los Angeles","CA","7471"
"1785","2004","Monday","September","27","7:00 PM","Eastern Conference Semifinals","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT","5760"
"1786","2004","Monday","September","27","5:00 AM","Western Conference Semifinals","Seattle Storm","Minnesota Lynx","KeyArena","Seattle","WA","7261"
"1787","2004","Tuesday","September","28","8:00 PM","Eastern Conference Semifinals","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY","9785"
"1788","2004","Tuesday","September","28","10:00 PM","Western Conference Semifinals","Los Angeles Sparks","Sacramento Monarchs","Staples Center","Los Angeles","CA","7008"
"1789","2004","Wednesday","September","29","8:00 PM","Eastern Conference Semifinals","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT","5514"
"1790","2004","Friday","October","1","3:00 AM","Eastern Conference Finals","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY","12146"
"1791","2004","Friday","October","1","10:00 PM","Western Conference Finals","Sacramento Monarchs","Seattle Storm","ARCO Arena","Sacramento","CA","10662"
"1792","2004","Sunday","October","3","12:00 PM","Eastern Conference Finals","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT","6734"
"1793","2004","Sunday","October","3","10:00 PM","Western Conference Finals","Seattle Storm","Sacramento Monarchs","KeyArena","Seattle","WA","8737"
"1794","2004","Tuesday","October","5","10:00 PM","Western Conference Finals","Seattle Storm","Sacramento Monarchs","KeyArena","Seattle","WA","8826"
"1795","2004","Friday","October","8","3:00 AM","Finals","Connecticut Sun","Seattle Storm","Mohegan Sun Arena","Uncasville","CT","9341"
"1796","2004","Sunday","October","10","7:00 PM","Finals","Seattle Storm","Connecticut Sun","KeyArena","Seattle","WA","17072"
"1797","2004","Tuesday","October","12","9:00 PM","Finals","Seattle Storm","Connecticut Sun","KeyArena","Seattle","WA","17072"
"1798","2005","Saturday","May","21","1:00 PM","Regular season","Detroit Shock","Connecticut Sun","Palace of Auburn Hills","Detroit","MI","9245"
"1799","2005","Saturday","May","21","4:00 PM","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA","11076"
"1800","2005","Saturday","May","21","6:00 PM","Regular season","Charlotte Sting","Washington Mystics","Time Warner Cable Arena","Charlotte","NC","9079"
"1801","2005","Saturday","May","21","8:00 PM","Regular season","San Antonio Silver Stars","Houston Comets","AT&T Center","San Antonio","TX","9369"
"1802","2005","Saturday","May","21","10:00 PM","Regular season","Phoenix Mercury","Sacramento Monarchs","US Airways Center","Phoenix","AZ","10503"
"1803","2005","Sunday","May","22","4:00 PM","Regular season","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY","12543"
"1804","2005","Sunday","May","22","6:00 PM","Regular season","Washington Mystics","Connecticut Sun","Verizon Center","Washington","DC","11155"
"1805","2005","Sunday","May","22","7:00 PM","Regular season","Indiana Fever","Charlotte Sting","Conseco Fieldhouse","Indianapolis","IN","9205"
"1806","2005","Sunday","May","22","4:00 AM","Regular season","Houston Comets","Minnesota Lynx","Compaq Center","Houston","TX","8250"
"1807","2005","Tuesday","May","24","3:00 AM","Regular season","Detroit Shock","San Antonio Silver Stars","Palace of Auburn Hills","Detroit","MI","5635"
"1808","2005","Tuesday","May","24","8:00 PM","Regular season","Indiana Fever","Phoenix Mercury","Conseco Fieldhouse","Indianapolis","IN","6597"
"1809","2005","Wednesday","May","25","8:00 PM","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN","5665"
"1810","2005","Thursday","May","26","7:00 PM","Regular season","Charlotte Sting","Phoenix Mercury","Time Warner Cable Arena","Charlotte","NC","4049"
"1811","2005","Thursday","May","26","7:00 PM","Regular season","Washington Mystics","Los Angeles Sparks","Verizon Center","Washington","DC","12243"
"1812","2005","Thursday","May","26","3:00 AM","Regular season","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY","7897"
"1813","2005","Friday","May","27","8:00 PM","Regular season","San Antonio Silver Stars","Sacramento Monarchs","AT&T Center","San Antonio","TX","7550"
"1814","2005","Friday","May","27","6:00 AM","Regular season","Seattle Storm","Houston Comets","KeyArena","Seattle","WA","7219"
"1815","2005","Saturday","May","28","4:00 PM","Regular season","Connecticut Sun","Phoenix Mercury","Mohegan Sun Arena","Uncasville","CT","9341"
"1816","2005","Saturday","May","28","6:00 PM","Regular season","Charlotte Sting","Los Angeles Sparks","Time Warner Cable Arena","Charlotte","NC","6003"
"1817","2005","Sunday","May","29","4:00 PM","Regular season","Houston Comets","Indiana Fever","Compaq Center","Houston","TX","5582"
"1818","2005","Sunday","May","29","6:00 PM","Regular season","Minnesota Lynx","Sacramento Monarchs","Target Center","Minneapolis","MN","4190"
"1819","2005","Sunday","May","29","9:00 PM","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA","6910"
"1820","2005","Tuesday","May","31","6:00 AM","Regular season","Los Angeles Sparks","San Antonio Silver Stars","Staples Center","Los Angeles","CA","7674"
"1821","2005","Wednesday","June","1","7:00 PM","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC","11601"
"1822","2005","Wednesday","June","1","8:00 PM","Regular season","Indiana Fever","Sacramento Monarchs","Conseco Fieldhouse","Indianapolis","IN","7037"
"1823","2005","Thursday","June","2","8:00 PM","Regular season","San Antonio Silver Stars","Charlotte Sting","AT&T Center","San Antonio","TX","8380"
"1824","2005","Thursday","June","2","10:00 PM","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ","7132"
"1825","2005","Friday","June","3","7:00 PM","Regular season","Washington Mystics","Minnesota Lynx","Verizon Center","Washington","DC","9620"
"1826","2005","Friday","June","3","3:00 AM","Regular season","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI","8314"
"1827","2005","Saturday","June","4","10:00 AM","Regular season","Houston Comets","Phoenix Mercury","Compaq Center","Houston","TX","7439"
"1828","2005","Saturday","June","4","4:00 PM","Regular season","Connecticut Sun","San Antonio Silver Stars","Mohegan Sun Arena","Uncasville","CT","6252"
"1829","2005","Saturday","June","4","4:00 PM","Regular season","Sacramento Monarchs","Los Angeles Sparks","ARCO Arena","Sacramento","CA","17317"
"1830","2005","Saturday","June","4","8:00 PM","Regular season","Minnesota Lynx","Charlotte Sting","Target Center","Minneapolis","MN","10974"
"1831","2005","Saturday","June","4","10:00 PM","Regular season","Seattle Storm","Indiana Fever","KeyArena","Seattle","WA","8651"
"1832","2005","Sunday","June","5","4:00 PM","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY","8143"
"1833","2005","Tuesday","June","7","8:00 PM","Regular season","Connecticut Sun","Seattle Storm","Mohegan Sun Arena","Uncasville","CT","7080"
"1834","2005","Tuesday","June","7","8:00 PM","Regular season","San Antonio Silver Stars","Washington Mystics","AT&T Center","San Antonio","TX","9564"
"1835","2005","Tuesday","June","7","4:00 AM","Regular season","Houston Comets","Minnesota Lynx","Compaq Center","Houston","TX","4253"
"1836","2005","Tuesday","June","7","10:00 PM","Regular season","Sacramento Monarchs","Indiana Fever","ARCO Arena","Sacramento","CA","7725"
"1837","2005","Wednesday","June","8","3:00 AM","Regular season","Detroit Shock","Seattle Storm","Palace of Auburn Hills","Detroit","MI","5841"
"1838","2005","Wednesday","June","8","6:00 AM","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA","7585"
"1839","2005","Friday","June","10","7:00 PM","Regular season","Washington Mystics","Seattle Storm","Verizon Center","Washington","DC","10024"
"1840","2005","Friday","June","10","3:00 AM","Regular season","Detroit Shock","Charlotte Sting","Palace of Auburn Hills","Detroit","MI","8405"
"1841","2005","Friday","June","10","8:00 PM","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN","7573"
"1842","2005","Friday","June","10","4:00 AM","Regular season","Houston Comets","Connecticut Sun","Compaq Center","Houston","TX","5736"
"1843","2005","Friday","June","10","10:00 PM","Regular season","Sacramento Monarchs","Phoenix Mercury","ARCO Arena","Sacramento","CA","7524"
"1844","2005","Saturday","June","11","8:00 PM","Regular season","Minnesota Lynx","Washington Mystics","Target Center","Minneapolis","MN","4263"
"1845","2005","Saturday","June","11","8:00 PM","Regular season","San Antonio Silver Stars","Connecticut Sun","AT&T Center","San Antonio","TX","9772"
"1846","2005","Saturday","June","11","6:00 AM","Regular season","Los Angeles Sparks","Sacramento Monarchs","Staples Center","Los Angeles","CA","8461"
"1847","2005","Sunday","June","12","1:00 PM","Regular season","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY","8789"
"1848","2005","Sunday","June","12","4:00 PM","Regular season","Charlotte Sting","Seattle Storm","Time Warner Cable Arena","Charlotte","NC","4551"
"1849","2005","Monday","June","13","10:00 PM","Regular season","Sacramento Monarchs","Houston Comets","ARCO Arena","Sacramento","CA","6658"
"1850","2005","Wednesday","June","15","11:00 AM","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ","9184"
"1851","2005","Wednesday","June","15","8:00 PM","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN","7815"
"1852","2005","Wednesday","June","15","10:00 PM","Regular season","Seattle Storm","Minnesota Lynx","KeyArena","Seattle","WA","7789"
"1853","2005","Wednesday","June","15","6:00 AM","Regular season","Los Angeles Sparks","Houston Comets","Staples Center","Los Angeles","CA","7529"
"1854","2005","Thursday","June","16","7:00 PM","Regular season","Charlotte Sting","Indiana Fever","Time Warner Cable Arena","Charlotte","NC","4079"
"1855","2005","Friday","June","17","10:00 PM","Regular season","Sacramento Monarchs","Minnesota Lynx","ARCO Arena","Sacramento","CA","7780"
"1856","2005","Saturday","June","18","4:00 PM","Regular season","New York Liberty","Phoenix Mercury","Madison Square Garden","New York","NY","12428"
"1857","2005","Saturday","June","18","6:00 PM","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC","9311"
"1858","2005","Saturday","June","18","3:00 AM","Regular season","Connecticut Sun","Detroit Shock","Mohegan Sun Arena","Uncasville","CT","7427"
"1859","2005","Saturday","June","18","8:00 PM","Regular season","San Antonio Silver Stars","Houston Comets","AT&T Center","San Antonio","TX","9269"
"1860","2005","Saturday","June","18","6:00 AM","Regular season","Los Angeles Sparks","Minnesota Lynx","Staples Center","Los Angeles","CA","7815"
"1861","2005","Monday","June","20","6:00 AM","Regular season","Los Angeles Sparks","Connecticut Sun","Staples Center","Los Angeles","CA","7246"
"1862","2005","Tuesday","June","21","7:00 PM","Regular season","Washington Mystics","Phoenix Mercury","Verizon Center","Washington","DC","10980"
"1863","2005","Tuesday","June","21","3:00 AM","Regular season","New York Liberty","San Antonio Silver Stars","Madison Square Garden","New York","NY","8187"
"1864","2005","Wednesday","June","22","8:00 PM","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN","4817"
"1865","2005","Wednesday","June","22","10:00 PM","Regular season","Seattle Storm","Connecticut Sun","KeyArena","Seattle","WA","8120"
"1866","2005","Thursday","June","23","7:00 PM","Regular season","Charlotte Sting","San Antonio Silver Stars","Time Warner Cable Arena","Charlotte","NC","4185"
"1867","2005","Friday","June","24","3:00 AM","Regular season","Detroit Shock","Washington Mystics","Palace of Auburn Hills","Detroit","MI","8497"
"1868","2005","Friday","June","24","8:00 PM","Regular season","Indiana Fever","Minnesota Lynx","Conseco Fieldhouse","Indianapolis","IN","8475"
"1869","2005","Friday","June","24","10:00 PM","Regular season","Sacramento Monarchs","Connecticut Sun","ARCO Arena","Sacramento","CA","10067"
"1870","2005","Friday","June","24","6:00 AM","Regular season","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA","7833"
"1871","2005","Saturday","June","25","10:00 AM","Regular season","Houston Comets","San Antonio Silver Stars","Compaq Center","Houston","TX","8496"
"1872","2005","Saturday","June","25","6:00 PM","Regular season","Charlotte Sting","New York Liberty","Time Warner Cable Arena","Charlotte","NC","7007"
"1873","2005","Saturday","June","25","10:00 PM","Regular season","Phoenix Mercury","Connecticut Sun","US Airways Center","Phoenix","AZ","8091"
"1874","2005","Sunday","June","26","1:00 PM","Regular season","Detroit Shock","Los Angeles Sparks","Palace of Auburn Hills","Detroit","MI","9135"
"1875","2005","Sunday","June","26","3:00 PM","Regular season","Washington Mystics","Sacramento Monarchs","Verizon Center","Washington","DC","11081"
"1876","2005","Sunday","June","26","6:00 PM","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN","5352"
"1877","2005","Tuesday","June","28","7:00 PM","Regular season","Charlotte Sting","Washington Mystics","Time Warner Cable Arena","Charlotte","NC","4054"
"1878","2005","Tuesday","June","28","7:00 PM","Regular season","Connecticut Sun","Sacramento Monarchs","Mohegan Sun Arena","Uncasville","CT","6789"
"1879","2005","Tuesday","June","28","8:00 PM","Regular season","Indiana Fever","Los Angeles Sparks","Conseco Fieldhouse","Indianapolis","IN","7716"
"1880","2005","Tuesday","June","28","8:00 PM","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN","4808"
"1881","2005","Tuesday","June","28","4:00 AM","Regular season","Houston Comets","Seattle Storm","Compaq Center","Houston","TX","5610"
"1882","2005","Thursday","June","30","7:00 PM","Regular season","Connecticut Sun","Minnesota Lynx","Mohegan Sun Arena","Uncasville","CT","6869"
"1883","2005","Thursday","June","30","7:00 PM","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC","10401"
"1884","2005","Thursday","June","30","3:00 AM","Regular season","New York Liberty","Sacramento Monarchs","Madison Square Garden","New York","NY","9603"
"1885","2005","Thursday","June","30","8:00 PM","Regular season","San Antonio Silver Stars","Seattle Storm","AT&T Center","San Antonio","TX","7451"
"1886","2005","Friday","July","1","3:00 AM","Regular season","Detroit Shock","Sacramento Monarchs","Palace of Auburn Hills","Detroit","MI","10923"
"1887","2005","Saturday","July","2","10:00 AM","Regular season","Houston Comets","Charlotte Sting","Compaq Center","Houston","TX","6854"
"1888","2005","Saturday","July","2","8:00 PM","Regular season","San Antonio Silver Stars","New York Liberty","AT&T Center","San Antonio","TX","7227"
"1889","2005","Saturday","July","2","6:00 AM","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA","8832"
"1890","2005","Sunday","July","3","9:00 PM","Regular season","Seattle Storm","Sacramento Monarchs","KeyArena","Seattle","WA","8371"
"1891","2005","Tuesday","July","5","3:00 AM","Regular season","Detroit Shock","Houston Comets","Palace of Auburn Hills","Detroit","MI","9945"
"1892","2005","Tuesday","July","5","8:00 PM","Regular season","San Antonio Silver Stars","Phoenix Mercury","AT&T Center","San Antonio","TX","6836"
"1893","2005","Tuesday","July","5","6:00 AM","Regular season","Los Angeles Sparks","New York Liberty","Staples Center","Los Angeles","CA","8543"
"1894","2005","Wednesday","July","6","10:00 PM","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ","6919"
"1895","2005","Thursday","July","7","7:00 PM","Regular season","Charlotte Sting","Minnesota Lynx","Time Warner Cable Arena","Charlotte","NC","4071"
"1896","2005","Thursday","July","7","7:00 PM","Regular season","Washington Mystics","Detroit Shock","Verizon Center","Washington","DC","10910"
"1897","2005","Thursday","July","7","3:00 AM","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY","8386"
"1898","2005","Thursday","July","7","8:00 PM","Regular season","Indiana Fever","Houston Comets","Conseco Fieldhouse","Indianapolis","IN","8120"
"1899","2005","Tuesday","July","12","8:00 PM","Regular season","Houston Comets","New York Liberty","Compaq Center","Houston","TX","6885"
"1900","2005","Tuesday","July","12","6:00 AM","Regular season","Los Angeles Sparks","Charlotte Sting","Staples Center","Los Angeles","CA","8385"
"1901","2005","Wednesday","July","13","1:00 PM","Regular season","Minnesota Lynx","Detroit Shock","Target Center","Minneapolis","MN","12891"
"1902","2005","Wednesday","July","13","2:00 PM","Regular season","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN","8799"
"1903","2005","Wednesday","July","13","3:00 PM","Regular season","Seattle Storm","Washington Mystics","KeyArena","Seattle","WA","11080"
"1904","2005","Wednesday","July","13","10:00 PM","Regular season","Phoenix Mercury","Charlotte Sting","US Airways Center","Phoenix","AZ","6063"
"1905","2005","Thursday","July","14","10:00 AM","Regular season","Sacramento Monarchs","San Antonio Silver Stars","ARCO Arena","Sacramento","CA","10831"
"1906","2005","Friday","July","15","3:00 AM","Regular season","Connecticut Sun","Houston Comets","Mohegan Sun Arena","Uncasville","CT","7001"
"1907","2005","Friday","July","15","3:00 AM","Regular season","New York Liberty","Minnesota Lynx","Madison Square Garden","New York","NY","10682"
"1908","2005","Friday","July","15","8:00 PM","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN","8507"
"1909","2005","Friday","July","15","10:00 PM","Regular season","Phoenix Mercury","Washington Mystics","US Airways Center","Phoenix","AZ","6116"
"1910","2005","Friday","July","15","10:00 PM","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA","7447"
"1911","2005","Saturday","July","16","10:00 PM","Regular season","Sacramento Monarchs","Washington Mystics","ARCO Arena","Sacramento","CA","7803"
"1912","2005","Saturday","July","16","6:00 AM","Regular season","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA","10151"
"1913","2005","Sunday","July","17","4:00 PM","Regular season","Charlotte Sting","Houston Comets","Time Warner Cable Arena","Charlotte","NC","7748"
"1914","2005","Sunday","July","17","5:00 PM","Regular season","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI","9627"
"1915","2005","Sunday","July","17","6:00 PM","Regular season","Minnesota Lynx","Connecticut Sun","Target Center","Minneapolis","MN","9011"
"1916","2005","Tuesday","July","19","12:00 PM","Regular season","Charlotte Sting","Connecticut Sun","Time Warner Cable Arena","Charlotte","NC","10378"
"1917","2005","Tuesday","July","19","3:00 PM","Regular season","Los Angeles Sparks","Washington Mystics","Staples Center","Los Angeles","CA","17769"
"1918","2005","Tuesday","July","19","8:00 PM","Regular season","Houston Comets","Sacramento Monarchs","Compaq Center","Houston","TX","6375"
"1919","2005","Tuesday","July","19","8:00 PM","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN","6219"
"1920","2005","Tuesday","July","19","10:00 PM","Regular season","Seattle Storm","New York Liberty","KeyArena","Seattle","WA","7361"
"1921","2005","Wednesday","July","20","12:00 PM","Regular season","Detroit Shock","Connecticut Sun","Palace of Auburn Hills","Detroit","MI","14932"
"1922","2005","Thursday","July","21","1:00 PM","Regular season","Houston Comets","Washington Mystics","Compaq Center","Houston","TX","9603"
"1923","2005","Thursday","July","21","8:00 PM","Regular season","Indiana Fever","San Antonio Silver Stars","Conseco Fieldhouse","Indianapolis","IN","7197"
"1924","2005","Thursday","July","21","10:00 PM","Regular season","Phoenix Mercury","New York Liberty","US Airways Center","Phoenix","AZ","6431"
"1925","2005","Friday","July","22","3:00 AM","Regular season","Connecticut Sun","Charlotte Sting","Mohegan Sun Arena","Uncasville","CT","6571"
"1926","2005","Friday","July","22","10:00 PM","Regular season","Sacramento Monarchs","New York Liberty","ARCO Arena","Sacramento","CA","6490"
"1927","2005","Saturday","July","23","2:00 PM","Regular season","Houston Comets","Los Angeles Sparks","Compaq Center","Houston","TX","9889"
"1928","2005","Saturday","July","23","4:00 PM","Regular season","Seattle Storm","Detroit Shock","KeyArena","Seattle","WA","8819"
"1929","2005","Saturday","July","23","6:00 PM","Regular season","Charlotte Sting","Indiana Fever","Time Warner Cable Arena","Charlotte","NC","5107"
"1930","2005","Saturday","July","23","8:00 PM","Regular season","San Antonio Silver Stars","Phoenix Mercury","AT&T Center","San Antonio","TX","9098"
"1931","2005","Sunday","July","24","6:00 PM","Regular season","Minnesota Lynx","New York Liberty","Target Center","Minneapolis","MN","5703"
"1932","2005","Sunday","July","24","9:00 PM","Regular season","Sacramento Monarchs","Detroit Shock","ARCO Arena","Sacramento","CA","7297"
"1933","2005","Tuesday","July","26","7:00 AM","Regular season","Washington Mystics","Houston Comets","Verizon Center","Washington","DC","16654"
"1934","2005","Tuesday","July","26","7:00 PM","Regular season","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT","5711"
"1935","2005","Tuesday","July","26","8:00 PM","Regular season","San Antonio Silver Stars","Minnesota Lynx","AT&T Center","San Antonio","TX","6823"
"1936","2005","Tuesday","July","26","10:00 PM","Regular season","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ","8249"
"1937","2005","Tuesday","July","26","10:00 PM","Regular season","Sacramento Monarchs","Charlotte Sting","ARCO Arena","Sacramento","CA","6264"
"1938","2005","Wednesday","July","27","3:00 AM","Regular season","New York Liberty","Houston Comets","Madison Square Garden","New York","NY","10599"
"1939","2005","Thursday","July","28","7:00 PM","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT","6271"
"1940","2005","Thursday","July","28","7:00 PM","Regular season","Washington Mystics","San Antonio Silver Stars","Verizon Center","Washington","DC","9387"
"1941","2005","Friday","July","29","8:00 PM","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN","8420"
"1942","2005","Friday","July","29","8:00 PM","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN","5723"
"1943","2005","Friday","July","29","10:00 PM","Regular season","Sacramento Monarchs","Los Angeles Sparks","ARCO Arena","Sacramento","CA","7502"
"1944","2005","Friday","July","29","10:00 PM","Regular season","Seattle Storm","Charlotte Sting","KeyArena","Seattle","WA","8213"
"1945","2005","Saturday","July","30","1:00 PM","Regular season","Connecticut Sun","Detroit Shock","Mohegan Sun Arena","Uncasville","CT","8401"
"1946","2005","Saturday","July","30","3:00 PM","Regular season","Houston Comets","San Antonio Silver Stars","Compaq Center","Houston","TX","7045"
"1947","2005","Sunday","July","31","4:00 PM","Regular season","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY","11381"
"1948","2005","Sunday","July","31","5:00 PM","Regular season","Detroit Shock","Phoenix Mercury","Palace of Auburn Hills","Detroit","MI","11130"
"1949","2005","Sunday","July","31","9:00 PM","Regular season","Sacramento Monarchs","Minnesota Lynx","ARCO Arena","Sacramento","CA","5708"
"1950","2005","Sunday","July","31","9:00 PM","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA","10097"
"1951","2005","Tuesday","August","2","3:00 AM","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY","9498"
"1952","2005","Tuesday","August","2","8:00 PM","Regular season","San Antonio Silver Stars","Sacramento Monarchs","AT&T Center","San Antonio","TX","6310"
"1953","2005","Tuesday","August","2","8:00 PM","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC","7655"
"1954","2005","Tuesday","August","2","8:00 PM","Regular season","Houston Comets","Detroit Shock","Compaq Center","Houston","TX","5225"
"1955","2005","Wednesday","August","3","10:00 PM","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ","5865"
"1956","2005","Thursday","August","4","7:00 PM","Regular season","Charlotte Sting","Sacramento Monarchs","Time Warner Cable Arena","Charlotte","NC","4030"
"1957","2005","Thursday","August","4","8:00 PM","Regular season","Indiana Fever","Seattle Storm","Conseco Fieldhouse","Indianapolis","IN","9290"
"1958","2005","Friday","August","5","8:00 PM","Regular season","San Antonio Silver Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX","9000"
"1959","2005","Friday","August","5","10:00 PM","Regular season","Phoenix Mercury","Houston Comets","US Airways Center","Phoenix","AZ","7731"
"1960","2005","Saturday","August","6","6:00 PM","Regular season","Charlotte Sting","Detroit Shock","Time Warner Cable Arena","Charlotte","NC","5696"
"1961","2005","Saturday","August","6","8:00 PM","Regular season","New York Liberty","Seattle Storm","Madison Square Garden","New York","NY","11226"
"1962","2005","Saturday","August","6","8:00 PM","Regular season","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN","9370"
"1963","2005","Sunday","August","7","6:00 PM","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN","8828"
"1964","2005","Sunday","August","7","7:00 PM","Regular season","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI","8941"
"1965","2005","Sunday","August","7","3:00 AM","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC","8794"
"1966","2005","Sunday","August","7","9:00 PM","Regular season","Sacramento Monarchs","Houston Comets","ARCO Arena","Sacramento","CA","7471"
"1967","2005","Tuesday","August","9","7:00 PM","Regular season","Connecticut Sun","Los Angeles Sparks","Mohegan Sun Arena","Uncasville","CT","7575"
"1968","2005","Tuesday","August","9","3:00 AM","Regular season","Detroit Shock","Charlotte Sting","Palace of Auburn Hills","Detroit","MI","6303"
"1969","2005","Tuesday","August","9","8:00 PM","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN","6009"
"1970","2005","Tuesday","August","9","10:00 PM","Regular season","Seattle Storm","Houston Comets","KeyArena","Seattle","WA","9470"
"1971","2005","Wednesday","August","10","3:00 AM","Regular season","New York Liberty","Los Angeles Sparks","Madison Square Garden","New York","NY","11317"
"1972","2005","Thursday","August","11","7:00 PM","Regular season","Washington Mystics","Connecticut Sun","Verizon Center","Washington","DC","6664"
"1973","2005","Thursday","August","11","3:00 AM","Regular season","Detroit Shock","Minnesota Lynx","Palace of Auburn Hills","Detroit","MI","8845"
"1974","2005","Thursday","August","11","8:00 PM","Regular season","San Antonio Silver Stars","Indiana Fever","AT&T Center","San Antonio","TX","6629"
"1975","2005","Friday","August","12","7:00 PM","Regular season","Charlotte Sting","New York Liberty","Time Warner Cable Arena","Charlotte","NC","5120"
"1976","2005","Friday","August","12","8:00 PM","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN","6352"
"1977","2005","Friday","August","12","10:00 PM","Regular season","Phoenix Mercury","Sacramento Monarchs","US Airways Center","Phoenix","AZ","7512"
"1978","2005","Saturday","August","13","8:00 PM","Regular season","San Antonio Silver Stars","Detroit Shock","AT&T Center","San Antonio","TX","6646"
"1979","2005","Saturday","August","13","6:00 AM","Regular season","Los Angeles Sparks","Indiana Fever","Staples Center","Los Angeles","CA","9099"
"1980","2005","Sunday","August","14","4:00 PM","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT","7412"
"1981","2005","Sunday","August","14","4:00 PM","Regular season","Houston Comets","Seattle Storm","Compaq Center","Houston","TX","7992"
"1982","2005","Sunday","August","14","4:00 PM","Regular season","New York Liberty","Charlotte Sting","Madison Square Garden","New York","NY","9724"
